book_id,isbn,authors,original_publication_year,title,language_code,image_url
1244,067001110X,Laurie Halse Anderson,2009,Wintergirls,eng,https://images.gr-assets.com/books/1346343878m/5152478.jpg
1245,385339674,John Grisham,2000,The Brethren,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1246,553565699,Robin Hobb,1997,"Assassin's Quest (Farseer Trilogy, Number 3)",eng,https://images.gr-assets.com/books/1399584431m/45112.jpg
1247,451194004,Ira Levin,1967,Rosemary's Baby,eng,https://images.gr-assets.com/books/1327878603m/228296.jpg
1248,375507779,"Stephen King, Peter Straub",1984,"The Talisman (The Talisman, Number 1)",en-US,https://images.gr-assets.com/books/1170530286m/59219.jpg
1249,812550293,Robert Jordan,1998,"The Path of Daggers (Wheel of Time, Number 8)",eng,https://images.gr-assets.com/books/1390508613m/140974.jpg
1250,140042520,Jack Kerouac,1958,The Dharma Bums,en-US,https://images.gr-assets.com/books/1428986082m/412732.jpg
1251,1841497126,Kelley Armstrong,2010,"The Reckoning (Darkest Powers, Number 3)",en-GB,https://images.gr-assets.com/books/1327154591m/6468666.jpg
1252,1400067553,Katherine Boo,2012,"Behind the Beautiful Forevers: Life, Death, and Hope in a Mumbai Undercity",en-US,https://images.gr-assets.com/books/1315601232m/11869272.jpg
1253,152058109,"P.L. Travers, Mary Shepard",1934,"Mary Poppins (Mary Poppins, Number 1)",en-US,https://images.gr-assets.com/books/1327947805m/152380.jpg
1254,553804685,Scott Lynch,2007,"Red Seas Under Red Skies (Gentleman Bastard, Number 2)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1255,679734775,Sandra Cisneros,1984,The House on Mango Street,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1256,670018708,David Benioff,2008,City of Thieves,en-GB,https://images.gr-assets.com/books/1392015757m/1971304.jpg
1257,61245089,Jeaniene Frost,2007,"Halfway to the Grave (Night Huntress, Number 1)",eng,https://images.gr-assets.com/books/1373855613m/1421990.jpg
1258,141318309,"Roald Dahl, Quentin Blake",1980,The Twits,eng,https://images.gr-assets.com/books/1406090629m/31456.jpg
1259,60278250,Garth Nix,2003,"Abhorsen (Abhorsen, Number 3)",en-US,https://images.gr-assets.com/books/1401683669m/334643.jpg
1260,446612545,"James Patterson, Peter de Jonge",2002,The Beach House,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1261,751504572,Stephen King,1987,The Eyes of the Dragon,eng,https://images.gr-assets.com/books/1430121758m/10611.jpg
1262,441104029,Frank Herbert,1976,Children of Dune (Dune Chronicles Number 3),eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1263,1841499889,James S.A. Corey,2011,"Leviathan Wakes (The Expanse, Number 1)",eng,https://images.gr-assets.com/books/1411013134m/8855321.jpg
1264,1619636042,Sarah J. Maas,2015,"Queen of Shadows (Throne of Glass, Number 4)",eng,https://images.gr-assets.com/books/1441230104m/18006496.jpg
1265,679729771,Art Spiegelman,1991,"Maus II: A Survivor's Tale: And Here My Troubles Began (Maus, Number 2)",eng,https://images.gr-assets.com/books/1327887479m/15197.jpg
1266,140501827,Ezra Jack Keats,1962,The Snowy Day,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1267,747267634,Janet Evanovich,2003,"To the Nines (Stephanie Plum, Number 9)",eng,https://images.gr-assets.com/books/1169433446m/40331.jpg
1268,312554192,Emily Giffin,2012,Where We Belong,en-US,https://images.gr-assets.com/books/1340320747m/12987977.jpg
1269,385495226,Richard   Preston,1994,The Hot Zone: The Terrifying True Story of the Origins of the Ebola Virus,eng,https://images.gr-assets.com/books/1413747743m/16213.jpg
1270,99448475,"Haruki Murakami, Philip Gabriel",1999,Sputnik Sweetheart,eng,https://images.gr-assets.com/books/1486764070m/9557.jpg
1271,670024856,Elizabeth Gilbert,2012,The Signature of All Things,eng,https://images.gr-assets.com/books/1364277893m/17465453.jpg
1272,1592402038,Lynne Truss,2003,"Eats, Shoots & Leaves: The Zero Tolerance Approach to Punctuation",en-US,https://images.gr-assets.com/books/1473392595m/8600.jpg
1273,60572965,Kim Harrison,2004,"Dead Witch Walking (The Hollows, Number 1)",en-US,https://images.gr-assets.com/books/1391713381m/30264.jpg
1274,399231900,"Clement C. Moore, Jan Brett",1986,The Night Before Christmas,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1275,752898477,Diana Gabaldon,2009,"An Echo in the Bone (Outlander, Number 7)",eng,https://images.gr-assets.com/books/1370918297m/2832909.jpg
1276,61996165,Cynthia Hand,2011,"Unearthly (Unearthly, Number 1)",en-US,https://images.gr-assets.com/books/1324782984m/7488244.jpg
1277,310226058,Lee Strobel,1988,The Case for Christ,,https://images.gr-assets.com/books/1448776489m/73186.jpg
1278,812577566,Robert Jordan,2005,"Knife of Dreams (Wheel of Time, Number 11)",en-US,https://images.gr-assets.com/books/1397856387m/13888.jpg
1279,440421705,Carl Hiaasen,2002,Hoot,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1280,679729526,"Virgil, Robert Fitzgerald",-17,The Aeneid,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1281,1594487367,Junot Díaz,2012,This Is How You Lose Her,eng,https://images.gr-assets.com/books/1342596676m/13503109.jpg
1282,307265838,"Haruki Murakami, Jay Rubin",2004,After Dark,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1283,553375407,Daniel Quinn,1992,Ishmael:A Novel,en-US,https://images.gr-assets.com/books/1388180479m/227265.jpg
1284,1416995552,Jenny Han,2010,"It's Not Summer Without You (Summer, Number 2)",en-US,https://images.gr-assets.com/books/1479864019m/6584188.jpg
1285,373210493,Katie McGarry,2012,"Pushing the Limits (Pushing the Limits, Number 1)",eng,https://images.gr-assets.com/books/1322770025m/10194514.jpg
1286,439321611,"Kennilworthy Whisp, J.K. Rowling",2001,Quidditch Through the Ages,eng,https://images.gr-assets.com/books/1369689506m/111450.jpg
1287,395401461,"Harry Allard, James  Marshall",1977,"Miss Nelson Is Missing! (Miss Nelson, Number 1)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1288,451196716,"Richard Bachman, Stephen King",1979,The Long Walk,eng,https://images.gr-assets.com/books/1309212400m/9014.jpg
1289,60566213,"Lemony Snicket, Brett Helquist",2001,"The Ersatz Elevator (A Series of Unfortunate Events, Number 6)",eng,https://images.gr-assets.com/books/1352066916m/172327.jpg
1290,385732538,Lois Lowry,2004,"Messenger (The Giver, Number 3)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1291,451412354,J.R. Ward,2007,"Lover Revealed (Black Dagger Brotherhood, Number 4)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1292,385516487,"Stephen King, Jerry N. Uelsmann",2005,Salem's Lot,eng,https://images.gr-assets.com/books/1320478491m/5413.jpg
1293,316057770,"Trenton Lee Stewart, Carson Ellis",2007,"The Mysterious Benedict Society (The Mysterious Benedict Society, Number 1)",en-US,https://images.gr-assets.com/books/1342715444m/83369.jpg
1294,446579807,Christopher Hitchens,2007,god is Not Great: How Religion Poisons Everything,eng,https://images.gr-assets.com/books/1411218313m/43369.jpg
1295,1301627445,Abbi Glines,2013,"Never Too Far (Rosemary Beach, Number 2; Too Far, Number 2)",eng,https://images.gr-assets.com/books/1356822956m/17029526.jpg
1296,61015733,Michael Crichton,2004,State of Fear,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1297,316122386,Jennifer E. Smith,2012,The Statistical Probability of Love at First Sight,eng,https://images.gr-assets.com/books/1337187623m/10798416.jpg
1298,786836547,Jonathan Stroud,2004,"The Golem's Eye (Bartimaeus, Number 2)",en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1299,184243022X,Tom Robbins,1980,Still Life with Woodpecker,eng,https://images.gr-assets.com/books/1308749778m/9566.jpg
1300,156031663,Jenna Blum,2004,Those Who Save Us,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1301,385340540,John Grisham,2005,The Broker,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1302,1595143971,Beth Revis,2011,"Across the Universe (Across the Universe, Number 1)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1303,671250671,M. Scott Peck,1978,"The Road Less Traveled: A New Psychology of Love, Traditional Values, and Spiritual Growth",en-US,https://images.gr-assets.com/books/1322673263m/347852.jpg
1304,451459873,Jim Butcher,2004,"Blood Rites (The Dresden Files, Number 6)",eng,https://images.gr-assets.com/books/1345557965m/99383.jpg
1305,807508527,"Gertrude Chandler Warner, L. Kate Deal",1942,"The Boxcar Children (The Boxcar Children, Number 1)",en-US,https://images.gr-assets.com/books/1173489650m/297249.jpg
1306,143123238,A.S.A. Harrison,2013,The Silent Wife,eng,https://images.gr-assets.com/books/1356094989m/16171291.jpg
1307,91940737,Caitlin Moran,2011,How to Be a Woman,eng,https://images.gr-assets.com/books/1405909800m/10600242.jpg
1308,,Sarah J. Maas,2016,"A Court of Mist and Fury (A Court of Thorns and Roses, Number 2)",eng,https://images.gr-assets.com/books/1485259138m/17927395.jpg
1309,297854399,Keith Richards,2010,Life,en-GB,https://images.gr-assets.com/books/1327960451m/9439303.jpg
1310,676979343,Jhumpa Lahiri,2008,Unaccustomed Earth,eng,https://images.gr-assets.com/books/1320398140m/85301.jpg
1311,316601950,Anita Shreve,1998,The Pilot's Wife,eng,https://images.gr-assets.com/books/1435011220m/5191.jpg
1312,140283307,Don DeLillo,1985,White Noise,eng,https://images.gr-assets.com/books/1327934706m/11762.jpg
1313,743464117,Stephen E. Ambrose,1992,"Band of Brothers: E Company, 506th Regiment, 101st Airborne from Normandy to Hitler's Eagle's Nest",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1314,785819118,Charles Darwin,1859,The Origin of Species,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1315,1891830430,Craig Thompson,2003,Blankets,eng,https://images.gr-assets.com/books/1460925949m/25179.jpg
1316,61374229,David Wroblewski,2008,The Story of Edgar Sawtelle,eng,https://images.gr-assets.com/books/1310466361m/2731276.jpg
1317,345439104,Christina Schwarz,2000,Drowning Ruth,eng,https://images.gr-assets.com/books/1390180160m/5171.jpg
1318,876850867,Charles Bukowski,1971,Post Office,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1319,679744398,Cormac McCarthy,1992,"All the Pretty Horses (The Border Trilogy, Number 1)",eng,https://images.gr-assets.com/books/1498463335m/469571.jpg
1320,1593082045,"Arthur Conan Doyle, Kyle Freeman",1914,"The Complete Sherlock Holmes, Vol 2",,https://images.gr-assets.com/books/1347663158m/3586.jpg
1321,1569319014,"Eiichirō Oda, Andy Nakatani",1997,"One Piece, Volume 01: Romance Dawn (One Piece, Number 1)",eng,https://images.gr-assets.com/books/1318523719m/1237398.jpg
1322,451450523,Peter S. Beagle,1968,"The Last Unicorn (The Last Unicorn, Number 1)",eng,https://images.gr-assets.com/books/1358147318m/29127.jpg
1323,60577312,Angie Sage,2005,"Magyk (Septimus Heap, Number 1)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1324,689848919,Laurie Halse Anderson,2000,Fever 1793,en-US,https://images.gr-assets.com/books/1381743126m/781110.jpg
1325,670018864,Tana French,2008,"The Likeness (Dublin Murder Squad, Number 2)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1326,307408868,Erik Larson,2015,Dead Wake: The Last Crossing of the Lusitania,eng,https://images.gr-assets.com/books/1408923747m/22551730.jpg
1327,812504690,Rudyard Kipling,1894,The Jungle Book,eng,https://images.gr-assets.com/books/1327873594m/77270.jpg
1328,1439177724,Terry Hayes,2013,"I Am Pilgrim (Pilgrim, Number 1)",eng,https://images.gr-assets.com/books/1403345411m/18144124.jpg
1329,872863107,"Allen Ginsberg, William Carlos Williams",1956,Howl and Other Poems,eng,https://images.gr-assets.com/books/1327870926m/6295.jpg
1330,073380084X,Richard Carlson,1997,Don't Sweat the Small Stuff ... and it's all small stuff: Simple Ways to Keep the Little Things from Taking Over Your Life,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1331,1617750255,"Adam Mansbach, Ricardo Cortés",2011,Go the Fuck to Sleep,eng,https://images.gr-assets.com/books/1342861907m/11192642.jpg
1332,345418778,Douglas Adams,1992,"Mostly Harmless (Hitchhiker's Guide to the Galaxy, Number 5)",en-US,https://images.gr-assets.com/books/1320725132m/360.jpg
1333,074325807X,Walter Isaacson,2003,Benjamin Franklin: An American Life,eng,https://images.gr-assets.com/books/1397772877m/10883.jpg
1334,385343833,Téa Obreht,2011,The Tiger's Wife,eng,https://images.gr-assets.com/books/1382570044m/8366402.jpg
1335,778324338,Maria V. Snyder,2005,"Poison Study (Study, Number 1)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1336,451222350,J.R. Ward,2007,"Lover Unbound (Black Dagger Brotherhood, Number 5)",eng,https://images.gr-assets.com/books/1351276662m/304027.jpg
1337,60502932,Terry Pratchett,2004,"Going Postal (Discworld, Number 33; Moist von Lipwig, Number 1)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1338,967686563,"Anonymous, Joseph Smith Jr.",1830,The Book of Mormon: Another Testament of Jesus Christ,eng,https://images.gr-assets.com/books/1327389004m/323355.jpg
1339,451223292,Stephen King,1980,The Mist,en-US,https://images.gr-assets.com/books/1331317781m/813214.jpg
1340,045146091X,Jim Butcher,2005,"Dead Beat (The Dresden Files, Number 7)",eng,https://images.gr-assets.com/books/1345667776m/17683.jpg
1341,345539826,Pierce Brown,2015,"Golden Son (Red Rising, Number 2)",eng,https://images.gr-assets.com/books/1394684475m/18966819.jpg
1342,055215430X,Terry Pratchett,2002,"Night Watch (Discworld, Number 29; City Watch, Number 6)",eng,https://images.gr-assets.com/books/1320518310m/47989.jpg
1343,61020702,Terry Pratchett,1986,"The Light Fantastic (Discworld, Number 2; Rincewind Number 2)",en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1344,316078573,Malcolm Gladwell,2009,What the Dog Saw and Other Adventures,eng,https://images.gr-assets.com/books/1344263875m/6516450.jpg
1345,62430874,Karin Slaughter,2015,Pretty Girls,eng,https://images.gr-assets.com/books/1432205734m/25574782.jpg
1346,575077905,Joe Abercrombie,2008,"Last Argument of Kings (The First Law, Number 3)",eng,https://images.gr-assets.com/books/1302062699m/944076.jpg
1347,1476770387,Stephen King,2014,Revival,en-US,https://images.gr-assets.com/books/1394651975m/20926278.jpg
1348,679800034,Dr. Seuss,1954,Horton Hears a Who!,eng,https://images.gr-assets.com/books/1327924655m/7779.jpg
1349,393330478,Michael   Lewis,2006,The Blind Side: Evolution of a Game,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1350,60590165,Garth Nix,2001,"Lirael (Abhorsen, Number 2)",en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1351,316155594,James Patterson,2006,"School's Out—Forever (Maximum Ride, Number 2)",en-US,https://images.gr-assets.com/books/1346079917m/13139.jpg
1352,316080845,"Yana Toboso, Tomo Kimura",2007,"Black Butler, Vol. 1 (Black Butler, Number 1)",eng,https://images.gr-assets.com/books/1336691148m/6690979.jpg
1353,312642989,Marissa Meyer,2015,"Winter (The Lunar Chronicles, Number 4)",eng,https://images.gr-assets.com/books/1470057036m/13206900.jpg
1354,141439734,"Robert Louis Stevenson, Robert Mighall",1886,The Strange Case of Dr. Jekyll and Mr. Hyde and Other Tales of Terror,eng,https://images.gr-assets.com/books/1327927453m/51497.jpg
1355,545457823,Emily Seife,2012,The Hunger Games Tribute Guide,en-US,https://images.gr-assets.com/books/1322760235m/13027304.jpg
1356,345503805,Peter V. Brett,2008,"The Warded Man (Demon Cycle, Number 1)",eng,https://images.gr-assets.com/books/1354571949m/3428935.jpg
1357,486426750,John Bunyan,1678,The Pilgrim's Progress,,https://images.gr-assets.com/books/1405982367m/29797.jpg
1358,440241022,Lee Child,2005,"One Shot (Jack Reacher, Number 9)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1359,1423140575,Rick Riordan,2012,"The Serpent's Shadow (Kane Chronicles, Number 3)",eng,https://images.gr-assets.com/books/1366227982m/12893742.jpg
1360,1416552510,Stephen King,2008,Duma Key,en-US,https://images.gr-assets.com/books/1470266968m/472343.jpg
1361,330448447,Kate Morton,2006,The House at Riverton,eng,https://images.gr-assets.com/books/1356452218m/1278752.jpg
1362,081257558X,Robert Jordan,2000,"Winter's Heart (Wheel of Time, Number 9)",en-US,https://images.gr-assets.com/books/1480096268m/13891.jpg
1363,451461037,Jim Butcher,2006,"Proven Guilty (The Dresden Files, Number 8)",eng,https://images.gr-assets.com/books/1345667469m/91474.jpg
1364,451529553,"Fyodor Dostoyevsky, Andrew R. MacAndrew, Ben Marcus",1864,"Notes from Underground, White Nights, The Dream of a Ridiculous Man, and Selections from The House of the Dead",eng,https://images.gr-assets.com/books/1411241656m/17876.jpg
1365,618084746,Carson McCullers,1940,The Heart is a Lonely Hunter,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1366,,Rick Yancey,2014,"The Infinite Sea (The 5th Wave, Number 2)",eng,https://images.gr-assets.com/books/1395351812m/16131484.jpg
1367,441627404,T.H. White,1958,The Once and Future King (The Once and Future King Number 1-4),eng,https://images.gr-assets.com/books/1338741283m/43545.jpg
1368,552152978,Terry Pratchett,1992,"Small Gods (Discworld, Number 13)",en-GB,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1369,385323069,Christopher Paul Curtis,1999,"Bud, Not Buddy",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1370,618477942,Alison Bechdel,2006,Fun Home: A Family Tragicomic,eng,https://images.gr-assets.com/books/1327652831m/38990.jpg
1371,006135323X,Dan Ariely,2007,Predictably Irrational: The Hidden Forces That Shape Our Decisions,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1372,,أحمد مراد,2012,الفيل الأزرق,ara,https://images.gr-assets.com/books/1485105416m/16031620.jpg
1373,7148984,Lynne Reid Banks,1980,"The Indian in the Cupboard (The Indian in the Cupboard, Number 1)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1374,765325950,"Robert Jordan, Brandon Sanderson",2012,"A Memory of Light (Wheel of Time, Number 14)",eng,https://images.gr-assets.com/books/1336055749m/7743175.jpg
1375,1419701762,Jesse Andrews,2012,Me and Earl and the Dying Girl,en-US,https://images.gr-assets.com/books/1337216932m/12700353.jpg
1376,810984911,Jeff Kinney,2010,"The Ugly Truth (Diary of a Wimpy Kid, Number 5)",en-US,https://images.gr-assets.com/books/1332046095m/7823678.jpg
1377,312990227,Janet Evanovich,2002,"Janet Evanovich Three and Four Two-Book Set (Stephanie Plum, Number 3-4)",,https://images.gr-assets.com/books/1317792858m/147074.jpg
1378,60839783,Simon Winchester,1998,"The Professor and the Madman: A Tale of Murder, Insanity and the Making of the Oxford English Dictionary",eng,https://images.gr-assets.com/books/1407110918m/25019.jpg
1379,446696633,"James Patterson, Andrew Gross",2002,"2nd Chance (Women's Murder Club, Number 2)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1380,141014083,Art Spiegelman,1986,"The Complete Maus (Maus, Number 1-2)",en-GB,https://images.gr-assets.com/books/1327354180m/15195.jpg
1381,142001805,Jasper Fforde,2001,"The Eyre Affair (Thursday Next, Number 1)",en-US,https://images.gr-assets.com/books/1445540555m/27003.jpg
1382,345373944,"Faye Perozich, Anne Rice, John Bolton, Daerick Gröss",1989,Anne Rice's The Vampire Lestat: A Graphic Novel,en-GB,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1383,747571775,"Louis Sachar, Adam McCauley",1978,Sideways Stories from Wayside School (Wayside School Number 1),eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1384,1573221112,"Dalai Lama XIV, Howard C. Cutler",1998,The Art of Happiness,eng,https://images.gr-assets.com/books/1309287434m/38210.jpg
1385,1400065674,David Mitchell,2014,The Bone Clocks,eng,https://images.gr-assets.com/books/1398205538m/20819685.jpg
1386,385333137,Anna Quindlen,1998,Black and Blue,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1387,62003933,"L.J. Smith, Kevin Williamson, Julie Plec",2010,"Origins (The Vampire Diaries: Stefan's Diaries, Number 1)",en-US,https://images.gr-assets.com/books/1282055412m/7726143.jpg
1388,385339682,John Grisham,2004,The Last Juror,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1389,1400032814,Chuck Palahniuk,2003,Diary,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1390,312985347,Janet Evanovich,2005,"Eleven on Top (Stephanie Plum, Number 11)",en-US,https://images.gr-assets.com/books/1166394806m/11003.jpg
1391,439554004,"Cornelia Funke, Anthea Bell",2005,"Inkspell (Inkworld, Number 2)",eng,https://images.gr-assets.com/books/1395358683m/28195.jpg
1392,743236017,Chuck Klosterman,2003,"Sex, Drugs, and Cocoa Puffs: A Low Culture Manifesto",en-US,https://images.gr-assets.com/books/1380742001m/599.jpg
1393,316926345,Evelyn Waugh,1945,Brideshead Revisited: The Sacred and Profane Memories of Captain Charles Ryder,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1394,451461401,Jim Butcher,2007,"White Night (The Dresden Files, Number 9)",en-US,https://images.gr-assets.com/books/1309552288m/91475.jpg
1395,62306812,Jessie Burton,2014,The Miniaturist,eng,https://images.gr-assets.com/books/1392415313m/18498569.jpg
1396,786915749,"Margaret Weis, Tracy Hickman",1984,"Dragons of Autumn Twilight  (Dragonlance: Chronicles, Number 1)",en-US,https://images.gr-assets.com/books/1390668127m/259836.jpg
1397,786849568,Eoin Colfer,2006,"The Lost Colony (Artemis Fowl, Number 5)",en-US,https://images.gr-assets.com/books/1360177158m/37586.jpg
1398,1416951172,Scott Westerfeld,2006,"Extras (Uglies, Number 4)",en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1399,399244557,John Flanagan,2005,"The Burning Bridge (Ranger's Apprentice, Number 2)",en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1400,670025593,Deborah Harkness,2014,"The Book of Life (All Souls Trilogy, Number 3)",eng,https://images.gr-assets.com/books/1389281784m/16054217.jpg
1401,1585421464,Julia Cameron,1992,The Artist's Way: A Spiritual Path to Higher Creativity,eng,https://images.gr-assets.com/books/1440952332m/615570.jpg
1402,067084487X,"Jon Scieszka, Lane Smith",1992,The Stinky Cheese Man and Other Fairly Stupid Tales,eng,https://images.gr-assets.com/books/1488588399m/407429.jpg
1403,61147958,Joe Hill,2009,Horns,en-US,https://images.gr-assets.com/books/1402958805m/6587879.jpg
1404,679456724,Robert K. Massie,2011,Catherine the Great: Portrait of a Woman,en-CA,https://images.gr-assets.com/books/1403395276m/10414941.jpg
1405,385528779,Margaret Atwood,2009,"The Year of the Flood  (MaddAddam, Number 2)",eng,https://images.gr-assets.com/books/1327906873m/6080337.jpg
1406,312364121,Kristin Hannah,2009,Winter Garden,en-GB,https://images.gr-assets.com/books/1265932201m/6668467.jpg
1407,385339658,John Grisham,2003,The King of Torts,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1408,316067598,"Marcus Luttrell, Patrick Robinson",2006,Lone Survivor: The Eyewitness Account of Operation Redwing and the Lost Heroes of SEAL Team 10,eng,https://images.gr-assets.com/books/1344265535m/711901.jpg
1409,,Chetan Bhagat,2008,The 3 Mistakes of My Life,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1410,1579126278,Agatha Christie,1926,"The Murder of Roger Ackroyd (Hercule Poirot, Number 4)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1411,006083756X,Richard Wright,1940,Native Son,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1412,316033650,Brent Weeks,2008,"Shadow's Edge (Night Angel, Number 2)",en-US,https://images.gr-assets.com/books/1327881435m/3754016.jpg
1413,1907411054,Veronica Rossi,2011,"Under the Never Sky (Under the Never Sky, Number 1)",en-GB,https://images.gr-assets.com/books/1356591725m/11594257.jpg
1414,044669651X,Nicholas Sparks,2003,"True Believer (Jeremy Marsh & Lexie Darnell, Number 1)",en-US,https://images.gr-assets.com/books/1385739017m/3464.jpg
1415,307887898,Eric Ries,2011,The Lean Startup: How Today's Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses,en-US,https://images.gr-assets.com/books/1333576876m/10127019.jpg
1416,1595143181,Richelle Mead,2012,"The Golden Lily (Bloodlines, Number 2)",en-US,https://images.gr-assets.com/books/1360599818m/8709523.jpg
1417,743290119,Lauren Weisberger,2008,Chasing Harry Winston,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1418,345335457,David Eddings,1983,"Magician's Gambit (The Belgariad, Number 3)",,https://images.gr-assets.com/books/1315276590m/44688.jpg
1419,785136207,"Roberto Aguirre-Sacasa, Stephen King, Mike Perkins, Laura       Martin",2009,The Stand: Captain Trips,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1420,671728687,William L. Shirer,1960,The Rise and Fall of the Third Reich: A History of Nazi Germany,eng,https://images.gr-assets.com/books/1331223772m/767171.jpg
1421,1594481938,Nick Hornby,2005,A Long Way Down,eng,https://images.gr-assets.com/books/1467861525m/10073.jpg
1422,439706408,"Jeff Smith, Steve Hamaker",1993,"Out from Boneville (Bone, Number 1)",eng,https://images.gr-assets.com/books/1327921261m/106134.jpg
1423,340640146,Stephen King,1995,Rose Madder,eng,https://images.gr-assets.com/books/1375870513m/10619.jpg
1424,515142247,Lee Child,1998,"Die Trying (Jack Reacher, Number 2)",en-US,https://images.gr-assets.com/books/1377633008m/220969.jpg
